0, 1, 21:39:22:912
0, 1, 21:39:22:912
0, 3, 21:39:26:776
0, 3, 21:39:26:776
1, 1, 21:39:26:998
0, 1, 21:39:26:998
0, 3, 21:39:30:115
0, 3, 21:39:30:116
2, 1, 21:39:30:607
0, 1, 21:39:30:607
3, 1, 21:39:33:847
0, 1, 21:39:33:847
4, 1, 21:39:36:774
0, 1, 21:39:36:774
2, 3, 21:39:39:322
0, 3, 21:39:39:323
5, 1, 21:39:39:412
0, 1, 21:39:39:412
6, 1, 21:39:41:780
0, 1, 21:39:41:780
3, 3, 21:39:43:375
0, 3, 21:39:43:375
1, 3, 21:39:43:900
0, 3, 21:39:43:900
7, 1, 21:39:43:914
0, 1, 21:39:43:914
8, 1, 21:39:46:045
0, 1, 21:39:46:045
5, 3, 21:39:47:637
0, 3, 21:39:47:637
9, 1, 21:39:47:965
0, 1, 21:39:47:965
10, 1, 21:39:49:689
0, 1, 21:39:49:689
11, 1, 21:39:51:419
0, 1, 21:39:51:419
12, 1, 21:39:52:971
0, 1, 21:39:52:971
