0, 1, 0
1, 1, 4,008863
2, 1, 8,010281
3, 1, 12,02321
4, 1, 16,02689
2, 3, 16,12
3, 3, 19,56
5, 1, 20,04319
4, 3, 21,66
5, 2, 23,62
6, 1, 24,05419
6, 2, 27,78
7, 1, 28,0639
8, 1, 32,06812
7, 3, 32,4
9, 1, 36,07532
8, 3, 36,4
9, 2, 39,8
10, 1, 40,07629
10, 2, 43,64
11, 1, 44,08334
