0, 1, 15:51:56:079
1, 1, 15:52:04:482
0, 2, 15:52:05:153
2, 1, 15:52:08:088
1, 2, 15:52:09:049
3, 1, 15:52:11:336
2, 2, 15:52:13:068
4, 1, 15:52:14:268
3, 2, 15:52:16:312
5, 1, 15:52:16:902
6, 1, 15:52:19:273
4, 2, 15:52:19:511
7, 1, 15:52:21:415
8, 1, 15:52:23:555
6, 2, 15:52:23:840
9, 1, 15:52:25:479
7, 2, 15:52:26:422
10, 1, 15:52:27:213
8, 2, 15:52:28:531
11, 1, 15:52:28:941
12, 1, 15:52:30:494
9, 2, 15:52:30:729
13, 1, 15:52:31:893
10, 2, 15:52:31:959
14, 1, 15:52:33:297
15, 1, 15:52:34:694
12, 2, 15:52:35:472
16, 1, 15:52:35:961
5, 2, 15:52:36:370
13, 2, 15:52:36:860
17, 1, 15:52:37:228
14, 2, 15:52:37:903
18, 1, 15:52:38:359
15, 2, 15:52:39:460
19, 1, 15:52:39:495
20, 1, 15:52:40:527
16, 2, 15:52:40:543
21, 1, 15:52:41:558
17, 2, 15:52:42:201
22, 1, 15:52:42:577
18, 2, 15:52:43:357
23, 1, 15:52:43:493
19, 2, 15:52:44:091
24, 1, 15:52:44:413
20, 2, 15:52:45:275
25, 1, 15:52:45:344
21, 2, 15:52:46:155
26, 1, 15:52:46:275
27, 1, 15:52:47:204
22, 2, 15:52:47:585
28, 1, 15:52:48:124
23, 2, 15:52:48:635
24, 2, 15:52:48:989
29, 1, 15:52:49:041
18, 3, 15:52:49:113
30, 1, 15:52:49:964
25, 2, 15:52:50:100
31, 1, 15:52:50:885
26, 2, 15:52:51:377
32, 1, 15:52:51:806
27, 2, 15:52:52:165
33, 1, 15:52:52:736
28, 2, 15:52:53:090
29, 2, 15:52:53:643
34, 1, 15:52:53:662
35, 1, 15:52:54:587
30, 2, 15:52:54:777
36, 1, 15:52:55:518
31, 2, 15:52:56:263
37, 1, 15:52:56:449
32, 2, 15:52:56:760
38, 1, 15:52:57:374
33, 2, 15:52:57:696
34, 2, 15:52:58:281
39, 1, 15:52:58:299
40, 1, 15:52:59:223
35, 2, 15:52:59:344
41, 1, 15:53:00:141
36, 2, 15:53:00:582
