0, 1, 22:47:41:688
0, 1, 22:47:41:688
1, 1, 22:47:45:801
0, 1, 22:47:45:801
0, 3, 22:47:46:480
0, 3, 22:47:46:481
0, 3, 22:47:48:323
0, 3, 22:47:48:323
2, 1, 22:47:49:407
0, 1, 22:47:49:407
1, 2, 22:47:51:239
0, 2, 22:47:51:239
3, 1, 22:47:52:659
0, 1, 22:47:52:659
4, 1, 22:47:55:585
0, 1, 22:47:55:585
2, 2, 22:47:56:020
0, 2, 22:47:56:020
5, 1, 22:47:58:210
0, 1, 22:47:58:210
3, 2, 22:47:59:303
0, 2, 22:47:59:303
6, 1, 22:48:00:578
0, 1, 22:48:00:578
4, 2, 22:48:01:023
0, 2, 22:48:01:023
7, 1, 22:48:02:711
0, 1, 22:48:02:711
5, 2, 22:48:04:497
0, 2, 22:48:04:497
8, 1, 22:48:04:845
0, 1, 22:48:04:845
6, 2, 22:48:05:635
0, 2, 22:48:05:635
