probandId; condition; beeId; result; startTime; endTime
1;2;0; 2; 20:21:30.793; 20:21:35.037
1;2;1; 2; 20:21:35.074; 20:21:44.656
1;2;2; 1; 20:21:44.061; 20:21:47.798
1;2;3; 1; 20:21:47.681; 20:21:51.253
1;2;4; 1; 20:21:51.120; 20:21:54.694
1;2;5; 2; 20:21:54.391; 20:21:58.335
1;2;6; 2; 20:21:57.343; 20:22:01.732
1;2;7; 1; 20:22:00.150; 20:22:03.880
1;2;8; 1; 20:22:02.956; 20:22:06.526
1;2;9; 1; 20:22:05.613; 20:22:09.182
1;2;10; 2; 20:22:08.139; 20:22:12.092
1;2;11; 2; 20:22:10.547; 20:22:14.937
1;2;12; 1; 20:22:12.833; 20:22:16.553
1;2;13; 1; 20:22:15.006; 20:22:18.600
1;2;14; 1; 20:22:17.179; 20:22:20.758
1;2;15; 2; 20:22:19.243; 20:22:23.222
1;2;16; 2; 20:22:21.203; 20:22:27.492
1;2;17; 1; 20:22:23.171; 20:22:28.813
1;2;18; 1; 20:22:27.107; 20:22:31.191
1;2;19; 1; 20:22:28.864; 20:22:32.963
1;2;20; 2; 20:22:31.124; 20:22:35.173
1;2;21; 2; 20:22:32.813; 20:22:37.501
1;2;22; 1; 20:22:34.652; 20:22:38.391
1;2;23; 1; 20:22:36.253; 20:22:39.823
1;2;24; 1; 20:22:37.852; 20:22:41.419
1;2;25; 2; 20:22:39.450; 20:22:43.410
1;2;26; 2; 20:22:41.052; 20:22:45.460
1;2;27; 1; 20:22:42.653; 20:22:46.396
1;2;28; 1; 20:22:44.252; 20:22:47.834
1;2;29; 1; 20:22:45.857; 20:22:49.434
1;2;30; 2; 20:22:47.460; 20:22:51.422
1;2;31; 2; 20:22:49.049; 20:22:53.436
1;2;32; 1; 20:22:50.646; 20:22:54.392
1;2;33; 1; 20:22:52.243; 20:22:55.810
1;2;34; 1; 20:22:53.837; 20:22:57.413
1;2;35; 2; 20:22:55.437; 20:22:59.401
1;2;36; 2; 20:22:57.026; 20:23:01.423
1;2;37; 1; 20:22:58.625; 20:23:02.362
1;2;38; 1; 20:23:00.230; 20:23:03.799
1;2;39; 1; 20:23:01.825; 20:23:05.393
1;2;40; 2; 20:23:03.425; 20:23:07.364
1;2;41; 2; 20:23:05.026; 20:23:09.421
1;2;42; 1; 20:23:06.622; 20:23:10.354
1;2;43; 1; 20:23:08.226; 20:23:11.801
1;2;44; 1; 20:23:09.818; 20:23:13.390
1;2;45; 2; 20:23:11.415; 20:23:15.379
1;2;46; 2; 20:23:13.020; 20:23:17.422
1;2;47; 1; 20:23:14.622; 20:23:18.357
1;2;48; 1; 20:23:16.216; 20:23:19.788
1;2;49; 1; 20:23:17.819; 20:23:21.394
1;2;50; 2; 20:23:19.418; 20:23:23.363
1;2;51; 2; 20:23:21.021; 20:23:25.404
1;2;52; 1; 20:23:22.626; 20:23:26.372
1;2;53; 1; 20:23:24.220; 20:23:27.788
1;2;54; 1; 20:23:25.819; 20:23:29.394
1;2;55; 2; 20:23:27.417; 20:23:31.382
1;2;56; 2; 20:23:29.007; 20:23:33.389
1;2;57; 1; 20:23:30.608; 20:23:34.356
1;2;58; 1; 20:23:32.206; 20:23:35.780
1;2;59; 1; 20:23:33.798; 20:23:37.363
1;2;60; 2; 20:23:35.392; 20:23:39.361
1;2;61; 2; 20:23:36.994; 20:23:41.395
1;2;62; 1; 20:23:38.599; 20:23:42.334
1;2;63; 1; 20:23:40.193; 20:23:43.768
1;2;64; 1; 20:23:41.795; 20:23:45.384
1;2;65; 2; 20:23:43.395; 20:23:47.357
1;2;66; 2; 20:23:44.999; 20:23:49.401
1;2;67; 1; 20:23:46.598; 20:23:50.334
1;2;68; 1; 20:23:48.191; 20:23:51.781
1;2;69; 1; 20:23:49.798; 20:23:53.376
1;2;70; 2; 20:23:51.395; 20:23:55.348
1;2;71; 2; 20:23:52.993; 20:23:57.377
1;2;72; 1; 20:23:54.592; 20:23:58.342
1;2;73; 1; 20:23:56.185; 20:23:59.760
1;2;74; 1; 20:23:57.787; 20:24:01.357
1;2;75; 2; 20:23:59.389; 20:24:03.316
1;2;76; 2; 20:24:00.988; 20:24:05.375
1;2;77; 1; 20:24:02.586; 20:24:06.330
1;2;78; 1; 20:24:04.186; 20:24:07.753
1;2;79; 1; 20:24:05.792; 20:24:09.369
1;2;80; 2; 20:24:07.383; 20:24:11.340
1;2;81; 2; 20:24:08.985; 20:24:13.383
1;2;82; 1; 20:24:10.582; 20:24:14.311
1;2;83; 1; 20:24:12.174; 20:24:15.762
1;2;84; 1; 20:24:13.771; 20:24:17.361
1;2;85; 2; 20:24:15.376; 20:24:19.337
1;2;86; 2; 20:24:16.976; 20:24:21.357
1;2;87; 1; 20:24:18.579; 20:24:22.316
1;2;88; 1; 20:24:20.180; 20:24:23.755
1;2;89; 1; 20:24:21.780; 20:24:25.354
1;2;90; 2; 20:24:23.385; 20:24:27.331
1;2;91; 2; 20:24:24.986; 20:24:29.373
1;2;92; 1; 20:24:26.586; 20:24:30.323
1;2;93; 1; 20:24:28.184; 20:24:31.756
1;2;94; 1; 20:24:29.786; 20:24:33.367
1;2;95; 2; 20:24:31.388; 20:24:35.470
1;2;96; 2; 20:24:32.982; 20:24:37.474
1;2;97; 1; 20:24:34.582; 20:24:38.470
1;2;98; 1; 20:24:36.276; 20:24:39.854
1;2;99; 1; 20:24:37.866; 20:24:41.436
