0, 1, 22:48:34:082
0, 1, 22:48:34:082
0, 3, 22:48:37:514
0, 3, 22:48:37:515
1, 1, 22:48:38:196
0, 1, 22:48:38:196
0, 2, 22:48:38:816
0, 2, 22:48:38:816
2, 1, 22:48:41:804
0, 1, 22:48:41:804
1, 3, 22:48:42:494
0, 3, 22:48:42:494
3, 1, 22:48:45:055
0, 1, 22:48:45:055
2, 3, 22:48:46:092
0, 3, 22:48:46:093
4, 1, 22:48:47:972
0, 1, 22:48:47:972
3, 2, 22:48:49:210
0, 2, 22:48:49:210
5, 1, 22:48:50:605
0, 1, 22:48:50:605
4, 2, 22:48:52:191
0, 2, 22:48:52:191
6, 1, 22:48:52:975
0, 1, 22:48:52:975
5, 3, 22:48:53:956
0, 3, 22:48:53:956
