0, 1, 22:18:22:789
0, 1, 22:18:22:790
0, 3, 22:18:26:529
0, 3, 22:18:26:529
1, 1, 22:18:26:887
0, 1, 22:18:26:887
0, 3, 22:18:29:365
0, 3, 22:18:29:365
2, 1, 22:18:30:494
0, 1, 22:18:30:494
3, 1, 22:18:33:735
0, 1, 22:18:33:735
4, 1, 22:18:36:661
0, 1, 22:18:36:661
1, 3, 22:18:37:161
0, 3, 22:18:37:161
5, 1, 22:18:39:298
0, 1, 22:18:39:298
2, 3, 22:18:39:429
0, 3, 22:18:39:429
6, 1, 22:18:41:665
0, 1, 22:18:41:665
3, 3, 22:18:43:506
0, 3, 22:18:43:506
7, 1, 22:18:43:798
0, 1, 22:18:43:798
8, 1, 22:18:45:931
0, 1, 22:18:45:931
4, 2, 22:18:47:506
0, 2, 22:18:47:506
9, 1, 22:18:47:852
0, 1, 22:18:47:852
5, 3, 22:18:48:029
0, 3, 22:18:48:029
10, 1, 22:18:49:585
0, 1, 22:18:49:585
11, 1, 22:18:51:318
0, 1, 22:18:51:318
6, 3, 22:18:51:829
0, 3, 22:18:51:829
7, 2, 22:18:52:565
0, 2, 22:18:52:565
12, 1, 22:18:52:877
0, 1, 22:18:52:877
13, 1, 22:18:54:437
0, 1, 22:18:54:437
8, 3, 22:18:54:686
0, 3, 22:18:54:686
14, 1, 22:18:55:833
0, 1, 22:18:55:833
10, 3, 22:18:56:245
0, 3, 22:18:56:245
15, 1, 22:18:57:234
0, 1, 22:18:57:234
9, 3, 22:18:58:127
0, 3, 22:18:58:127
9, 2, 22:18:58:127
0, 2, 22:18:58:127
16, 1, 22:18:58:497
0, 1, 22:18:58:497
17, 1, 22:18:59:759
0, 1, 22:18:59:759
18, 1, 22:19:00:899
0, 1, 22:19:00:899
19, 1, 22:19:02:039
0, 1, 22:19:02:039
20, 1, 22:19:03:066
0, 1, 22:19:03:067
21, 1, 22:19:04:088
0, 1, 22:19:04:088
22, 1, 22:19:05:113
0, 1, 22:19:05:113
23, 1, 22:19:06:029
0, 1, 22:19:06:029
24, 1, 22:19:06:953
0, 1, 22:19:06:953
25, 1, 22:19:07:871
0, 1, 22:19:07:871
26, 1, 22:19:08:791
0, 1, 22:19:08:792
27, 1, 22:19:09:706
0, 1, 22:19:09:706
28, 1, 22:19:10:632
0, 1, 22:19:10:632
15, 3, 22:19:10:965
0, 3, 22:19:10:965
29, 1, 22:19:11:551
0, 1, 22:19:11:551
30, 1, 22:19:12:469
0, 1, 22:19:12:469
31, 1, 22:19:13:391
0, 1, 22:19:13:391
