0, 1, 22:20:02:519
0, 1, 22:20:02:519
1, 1, 22:20:06:609
0, 1, 22:20:06:609
2, 1, 22:20:10:218
0, 1, 22:20:10:218
3, 1, 22:20:13:459
0, 1, 22:20:13:459
0, 3, 22:20:13:636
0, 3, 22:20:13:636
4, 1, 22:20:16:384
0, 1, 22:20:16:384
5, 1, 22:20:19:020
0, 1, 22:20:19:020
0, 3, 22:20:19:397
0, 3, 22:20:19:397
6, 1, 22:20:21:387
0, 1, 22:20:21:387
7, 1, 22:20:23:521
0, 1, 22:20:23:521
8, 1, 22:20:25:656
0, 1, 22:20:25:656
9, 1, 22:20:27:579
0, 1, 22:20:27:579
5, 3, 22:20:29:171
0, 3, 22:20:29:171
10, 1, 22:20:29:308
0, 1, 22:20:29:308
11, 1, 22:20:31:039
0, 1, 22:20:31:039
12, 1, 22:20:32:593
0, 1, 22:20:32:593
13, 1, 22:20:34:146
0, 1, 22:20:34:146
14, 1, 22:20:35:542
0, 1, 22:20:35:542
15, 1, 22:20:36:942
0, 1, 22:20:36:942
2, 3, 22:20:37:496
0, 3, 22:20:37:496
16, 1, 22:20:38:200
0, 1, 22:20:38:201
17, 1, 22:20:39:461
0, 1, 22:20:39:461
18, 1, 22:20:40:592
0, 1, 22:20:40:592
19, 1, 22:20:41:729
0, 1, 22:20:41:729
20, 1, 22:20:42:747
0, 1, 22:20:42:747
21, 1, 22:20:43:765
0, 1, 22:20:43:765
22, 1, 22:20:44:790
0, 1, 22:20:44:790
23, 1, 22:20:45:710
0, 1, 22:20:45:710
24, 1, 22:20:46:633
0, 1, 22:20:46:634
10, 3, 22:20:47:178
0, 3, 22:20:47:178
25, 1, 22:20:47:560
0, 1, 22:20:47:560
15, 3, 22:20:48:398
0, 3, 22:20:48:398
26, 1, 22:20:48:490
0, 1, 22:20:48:490
27, 1, 22:20:49:409
0, 1, 22:20:49:409
28, 1, 22:20:50:322
0, 1, 22:20:50:322
29, 1, 22:20:51:243
0, 1, 22:20:51:243
30, 1, 22:20:52:173
0, 1, 22:20:52:173
20, 3, 22:20:53:067
0, 3, 22:20:53:067
31, 1, 22:20:53:100
0, 1, 22:20:53:100
32, 1, 22:20:54:009
0, 1, 22:20:54:009
33, 1, 22:20:54:926
0, 1, 22:20:54:926
34, 1, 22:20:55:846
0, 1, 22:20:55:846
35, 1, 22:20:56:772
0, 1, 22:20:56:772
36, 1, 22:20:57:693
0, 1, 22:20:57:693
25, 3, 22:20:57:698
0, 3, 22:20:57:698
37, 1, 22:20:58:628
0, 1, 22:20:58:628
38, 1, 22:20:59:554
0, 1, 22:20:59:554
39, 1, 22:21:00:486
0, 1, 22:21:00:486
40, 1, 22:21:01:404
0, 1, 22:21:01:404
30, 3, 22:21:02:323
0, 3, 22:21:02:323
41, 1, 22:21:02:334
0, 1, 22:21:02:334
42, 1, 22:21:03:260
0, 1, 22:21:03:260
