0, 1, 22:44:14:740
0, 1, 22:44:14:740
1, 1, 22:44:18:840
0, 1, 22:44:18:840
2, 1, 22:44:22:447
0, 1, 22:44:22:447
0, 2, 22:44:22:681
0, 2, 22:44:22:681
3, 1, 22:44:25:698
0, 1, 22:44:25:698
0, 3, 22:44:26:433
0, 3, 22:44:26:434
1, 2, 22:44:27:416
0, 2, 22:44:27:416
4, 1, 22:44:28:623
0, 1, 22:44:28:623
5, 1, 22:44:31:249
0, 1, 22:44:31:249
2, 2, 22:44:33:436
0, 2, 22:44:33:436
6, 1, 22:44:33:620
0, 1, 22:44:33:620
7, 1, 22:44:35:750
0, 1, 22:44:35:750
3, 2, 22:44:36:619
0, 2, 22:44:36:619
4, 2, 22:44:36:798
0, 2, 22:44:36:798
8, 1, 22:44:37:883
0, 1, 22:44:37:883
9, 1, 22:44:39:798
0, 1, 22:44:39:798
10, 1, 22:44:41:526
0, 1, 22:44:41:526
6, 2, 22:44:41:535
0, 2, 22:44:41:535
5, 2, 22:44:42:540
0, 2, 22:44:42:540
11, 1, 22:44:43:257
0, 1, 22:44:43:257
12, 1, 22:44:44:810
0, 1, 22:44:44:810
13, 1, 22:44:46:363
0, 1, 22:44:46:363
7, 2, 22:44:46:637
0, 2, 22:44:46:637
9, 2, 22:44:47:755
0, 2, 22:44:47:755
14, 1, 22:44:47:759
0, 1, 22:44:47:759
8, 2, 22:44:48:895
0, 2, 22:44:48:895
15, 1, 22:44:49:154
0, 1, 22:44:49:154
16, 1, 22:44:50:417
0, 1, 22:44:50:417
11, 2, 22:44:51:162
0, 2, 22:44:51:162
17, 1, 22:44:51:680
0, 1, 22:44:51:680
18, 1, 22:44:52:819
0, 1, 22:44:52:819
10, 3, 22:44:52:916
0, 3, 22:44:52:916
19, 1, 22:44:53:959
0, 1, 22:44:53:959
20, 1, 22:44:54:987
0, 1, 22:44:54:987
21, 1, 22:44:56:006
0, 1, 22:44:56:006
14, 2, 22:44:56:042
0, 2, 22:44:56:042
12, 2, 22:44:56:056
0, 2, 22:44:56:056
22, 1, 22:44:57:029
0, 1, 22:44:57:029
13, 2, 22:44:57:483
0, 2, 22:44:57:483
23, 1, 22:44:57:945
0, 1, 22:44:57:945
16, 2, 22:44:58:378
0, 2, 22:44:58:378
24, 1, 22:44:58:861
0, 1, 22:44:58:861
25, 1, 22:44:59:778
0, 1, 22:44:59:778
15, 2, 22:45:00:400
0, 2, 22:45:00:400
26, 1, 22:45:00:694
0, 1, 22:45:00:694
27, 1, 22:45:01:610
0, 1, 22:45:01:610
19, 2, 22:45:01:861
0, 2, 22:45:01:861
28, 1, 22:45:02:526
0, 1, 22:45:02:526
17, 2, 22:45:02:778
0, 2, 22:45:02:778
29, 1, 22:45:03:443
0, 1, 22:45:03:443
18, 2, 22:45:03:894
0, 2, 22:45:03:894
21, 2, 22:45:04:063
0, 2, 22:45:04:063
30, 1, 22:45:04:364
0, 1, 22:45:04:364
31, 1, 22:45:05:286
0, 1, 22:45:05:286
32, 1, 22:45:06:211
0, 1, 22:45:06:211
20, 3, 22:45:06:376
0, 3, 22:45:06:376
24, 2, 22:45:06:973
0, 2, 22:45:06:973
33, 1, 22:45:07:138
0, 1, 22:45:07:138
22, 2, 22:45:07:604
0, 2, 22:45:07:604
26, 2, 22:45:07:833
0, 2, 22:45:07:833
34, 1, 22:45:08:063
0, 1, 22:45:08:063
23, 3, 22:45:08:279
0, 3, 22:45:08:279
35, 1, 22:45:08:979
0, 1, 22:45:08:979
27, 2, 22:45:09:403
0, 2, 22:45:09:403
29, 2, 22:45:09:559
0, 2, 22:45:09:560
28, 2, 22:45:09:837
0, 2, 22:45:09:837
36, 1, 22:45:09:897
0, 1, 22:45:09:897
30, 2, 22:45:10:698
0, 2, 22:45:10:698
37, 1, 22:45:10:813
0, 1, 22:45:10:813
31, 3, 22:45:10:900
0, 3, 22:45:10:900
25, 2, 22:45:11:681
0, 2, 22:45:11:681
38, 1, 22:45:11:728
0, 1, 22:45:11:728
32, 3, 22:45:12:139
0, 3, 22:45:12:139
33, 2, 22:45:12:400
0, 2, 22:45:12:400
39, 1, 22:45:12:648
0, 1, 22:45:12:648
34, 2, 22:45:12:737
0, 2, 22:45:12:737
40, 1, 22:45:13:571
0, 1, 22:45:13:571
36, 2, 22:45:13:959
0, 2, 22:45:13:959
41, 1, 22:45:14:487
0, 1, 22:45:14:487
42, 1, 22:45:15:403
0, 1, 22:45:15:403
37, 2, 22:45:15:959
0, 2, 22:45:15:959
37, 2, 22:45:15:959
0, 2, 22:45:15:959
35, 2, 22:45:16:159
0, 2, 22:45:16:159
43, 1, 22:45:16:319
0, 1, 22:45:16:319
38, 2, 22:45:16:840
0, 2, 22:45:16:840
39, 2, 22:45:16:919
0, 2, 22:45:16:919
44, 1, 22:45:17:234
0, 1, 22:45:17:234
45, 1, 22:45:18:151
0, 1, 22:45:18:151
41, 2, 22:45:18:639
0, 2, 22:45:18:639
46, 1, 22:45:19:066
