probandId; condition; beeId; result; startTime; endTime
1;2;0; 2; 19:08:05.025; 19:08:09.317
1;2;1; 2; 19:08:09.353; 19:08:13.752
1;2;2; 1; 19:08:13.167; 19:08:16.900
1;2;3; 1; 19:08:16.783; 19:08:20.358
1;2;4; 1; 19:08:20.225; 19:08:23.792
1;2;5; 2; 19:08:23.487; 19:08:27.415
1;2;6; 2; 19:08:26.434; 19:08:30.821
1;2;7; 1; 19:08:29.242; 19:08:32.970
1;2;8; 1; 19:08:32.041; 19:08:35.616
1;2;9; 1; 19:08:34.707; 19:08:38.276
1;2;10; 2; 19:08:37.228; 19:08:41.190
1;2;11; 2; 19:08:39.639; 19:08:44.045
1;2;12; 1; 19:08:41.922; 19:08:45.652
1;2;13; 1; 19:08:44.100; 19:08:47.670
1;2;14; 1; 19:08:46.262; 19:08:49.824
1;2;15; 2; 19:08:48.328; 19:08:52.285
1;2;16; 2; 19:08:50.282; 19:08:54.675
1;2;17; 1; 19:08:52.236; 19:08:55.974
1;2;18; 1; 19:08:54.101; 19:08:57.670
1;2;19; 1; 19:08:55.869; 19:08:59.441
1;2;20; 2; 19:08:57.638; 19:09:01.585
1;2;21; 2; 19:08:59.325; 19:09:03.726
1;2;22; 1; 19:09:01.016; 19:09:04.757
1;2;23; 1; 19:09:02.618; 19:09:06.191
1;2;24; 1; 19:09:04.221; 19:09:07.789
1;2;25; 2; 19:09:05.822; 19:09:09.742
1;2;26; 2; 19:09:07.422; 19:09:11.811
1;2;27; 1; 19:09:09.019; 19:09:12.754
1;2;28; 1; 19:09:10.618; 19:09:14.185
1;2;29; 1; 19:09:12.217; 19:09:15.784
1;2;30; 2; 19:09:13.816; 19:09:17.773
1;2;31; 2; 19:09:15.415; 19:09:19.805
1;2;32; 1; 19:09:17.003; 19:09:20.744
1;2;33; 1; 19:09:18.596; 19:09:22.161
1;2;34; 1; 19:09:20.194; 19:09:23.784
1;2;35; 2; 19:09:21.788; 19:09:25.776
1;2;36; 2; 19:09:23.380; 19:09:27.765
1;2;37; 1; 19:09:24.983; 19:09:28.739
1;2;38; 1; 19:09:26.575; 19:09:30.145
1;2;39; 1; 19:09:28.171; 19:09:31.741
1;2;40; 2; 19:09:29.765; 19:09:33.724
1;2;41; 2; 19:09:31.355; 19:09:35.738
1;2;42; 1; 19:09:32.953; 19:09:36.699
1;2;43; 1; 19:09:34.547; 19:09:38.144
1;2;44; 1; 19:09:36.147; 19:09:39.724
1;2;45; 2; 19:09:37.741; 19:09:41.696
1;2;46; 2; 19:09:39.337; 19:09:43.730
1;2;47; 1; 19:09:40.941; 19:09:44.675
1;2;48; 1; 19:09:42.537; 19:09:46.121
1;2;49; 1; 19:09:44.140; 19:09:47.704
1;2;50; 2; 19:09:45.734; 19:09:49.693
1;2;51; 2; 19:09:47.335; 19:09:51.745
1;2;52; 1; 19:09:48.936; 19:09:52.675
1;2;53; 1; 19:09:50.536; 19:09:54.105
1;2;54; 1; 19:09:52.135; 19:09:55.714
1;2;55; 2; 19:09:53.736; 19:09:57.625
1;2;56; 2; 19:09:55.338; 19:09:59.753
1;2;57; 1; 19:09:56.936; 19:10:00.675
1;2;58; 1; 19:09:58.539; 19:10:02.104
1;2;59; 1; 19:10:00.138; 19:10:03.711
1;2;60; 2; 19:10:01.734; 19:10:05.695
1;2;61; 2; 19:10:03.333; 19:10:07.746
1;2;62; 1; 19:10:04.923; 19:10:08.656
1;2;63; 1; 19:10:06.520; 19:10:10.101
1;2;64; 1; 19:10:08.119; 19:10:11.697
1;2;65; 2; 19:10:09.714; 19:10:13.661
