0, 1, 21:18:36:339
0, 1, 21:18:36:340
1, 1, 21:18:40:344
0, 1, 21:18:40:344
2, 1, 21:18:43:950
0, 1, 21:18:43:950
3, 1, 21:18:47:191
0, 1, 21:18:47:191
4, 1, 21:18:50:117
0, 1, 21:18:50:117
5, 1, 21:18:52:753
0, 1, 21:18:52:753
6, 1, 21:18:55:121
0, 1, 21:18:55:121
7, 1, 21:18:57:249
0, 1, 21:18:57:249
8, 1, 21:18:59:377
0, 1, 21:18:59:377
9, 1, 21:19:01:294
0, 1, 21:19:01:294
10, 1, 21:19:03:023
0, 1, 21:19:03:023
11, 1, 21:19:04:748
0, 1, 21:19:04:748
12, 1, 21:19:06:306
0, 1, 21:19:06:306
13, 1, 21:19:07:866
0, 1, 21:19:07:866
14, 1, 21:19:09:261
0, 1, 21:19:09:261
15, 1, 21:19:10:666
0, 1, 21:19:10:666
16, 1, 21:19:11:923
0, 1, 21:19:11:923
