0, 1, 21:38:05:145
0, 1, 21:38:05:145
0, 3, 21:38:09:023
0, 3, 21:38:09:023
1, 1, 21:38:09:191
0, 1, 21:38:09:191
0, 3, 21:38:12:185
0, 3, 21:38:12:185
2, 1, 21:38:12:791
0, 1, 21:38:12:791
3, 1, 21:38:16:038
0, 1, 21:38:16:038
4, 1, 21:38:18:956
0, 1, 21:38:18:956
5, 1, 21:38:21:591
0, 1, 21:38:21:591
2, 3, 21:38:22:270
0, 3, 21:38:22:270
6, 1, 21:38:23:958
0, 1, 21:38:23:958
3, 3, 21:38:25:588
0, 3, 21:38:25:588
7, 1, 21:38:26:093
0, 1, 21:38:26:093
1, 3, 21:38:27:050
0, 3, 21:38:27:051
8, 1, 21:38:28:226
0, 1, 21:38:28:226
5, 3, 21:38:28:727
0, 3, 21:38:28:727
9, 1, 21:38:30:147
0, 1, 21:38:30:147
10, 1, 21:38:31:879
0, 1, 21:38:31:879
11, 1, 21:38:33:611
0, 1, 21:38:33:611
12, 1, 21:38:35:162
0, 1, 21:38:35:162
7, 3, 21:38:35:607
0, 3, 21:38:35:607
13, 1, 21:38:36:716
0, 1, 21:38:36:716
8, 3, 21:38:37:729
0, 3, 21:38:37:729
14, 1, 21:38:38:113
0, 1, 21:38:38:113
10, 3, 21:38:39:070
0, 3, 21:38:39:070
15, 1, 21:38:39:508
0, 1, 21:38:39:508
4, 3, 21:38:40:388
0, 3, 21:38:40:388
16, 1, 21:38:40:771
0, 1, 21:38:40:771
6, 3, 21:38:41:784
0, 3, 21:38:41:784
17, 1, 21:38:42:033
0, 1, 21:38:42:033
18, 1, 21:38:43:172
0, 1, 21:38:43:172
19, 1, 21:38:44:311
0, 1, 21:38:44:311
12, 3, 21:38:44:632
0, 3, 21:38:44:632
20, 1, 21:38:45:339
0, 1, 21:38:45:339
