0, 1, 15:35:54:087
0, 2, 15:36:03:682
1, 1, 15:36:04:267
2, 1, 15:36:07:874
1, 2, 15:36:09:297
3, 1, 15:36:11:129
4, 1, 15:36:14:053
3, 2, 15:36:16:064
5, 1, 15:36:16:689
4, 2, 15:36:18:766
6, 1, 15:36:19:053
7, 1, 15:36:21:178
8, 1, 15:36:23:315
6, 2, 15:36:24:166
9, 1, 15:36:25:245
10, 1, 15:36:26:980
5, 2, 15:36:27:465
8, 2, 15:36:28:220
11, 1, 15:36:28:715
2, 2, 15:36:29:714
9, 2, 15:36:29:900
12, 1, 15:36:30:273
13, 1, 15:36:31:670
10, 2, 15:36:32:321
14, 1, 15:36:33:076
11, 2, 15:36:33:596
15, 1, 15:36:34:476
12, 2, 15:36:35:664
16, 1, 15:36:35:740
10, 3, 15:36:35:860
13, 2, 15:36:36:587
17, 1, 15:36:36:997
14, 2, 15:36:37:742
18, 1, 15:36:38:142
