probandId; condition; beeId; result; startTime; endTime
10;3;0; 1; 20:21:13.646; 20:21:17.781
10;3;1; 1; 20:21:17.705; 20:21:22.081
10;3;2; 1; 20:21:21.513; 20:21:25.700
10;3;3; 1; 20:21:25.132; 20:21:28.269
10;3;4; 1; 20:21:28.572; 20:21:31.721
10;3;5; 1; 20:21:31.835; 20:21:36.344
10;3;6; 1; 20:21:34.782; 20:21:38.869
10;3;7; 1; 20:21:37.586; 20:21:42.019
10;3;8; 2; 20:21:40.389; 20:21:44.342
10;3;9; 1; 20:21:43.047; 20:21:47.123
10;3;10; 1; 20:21:45.571; 20:21:49.982
10;3;11; 2; 20:21:47.974; 20:21:51.926
10;3;12; 1; 20:21:50.251; 20:21:53.445
10;3;13; 1; 20:21:52.419; 20:21:56.585
10;3;14; 1; 20:21:54.585; 20:21:59.063
10;3;15; 1; 20:21:56.641; 20:22:00.359
10;3;16; 1; 20:21:58.595; 20:22:02.549
10;3;17; 1; 20:22:00.550; 20:22:04.827
10;3;18; 1; 20:22:02.404; 20:22:05.687
10;3;19; 1; 20:22:04.169; 20:22:08.446
10;3;20; 1; 20:22:05.934; 20:22:10.345
10;3;21; 1; 20:22:07.610; 20:22:11.607
10;3;22; 1; 20:22:09.285; 20:22:13.361
10;3;23; 1; 20:22:10.883; 20:22:15.326
10;3;24; 2; 20:22:12.402; 20:22:16.308
10;3;25; 1; 20:22:13.921; 20:22:17.159
10;3;26; 1; 20:22:15.361; 20:22:18.442
10;3;27; 1; 20:22:16.803; 20:22:19.906
10;3;28; 1; 20:22:18.175; 20:22:22.341
10;3;29; 1; 20:22:19.539; 20:22:23.849
10;3;30; 1; 20:22:20.912; 20:22:24.843
10;3;31; 1; 20:22:22.208; 20:22:26.407
10;3;32; 1; 20:22:23.503; 20:22:27.858
10;3;33; 2; 20:22:24.743; 20:22:28.864
10;3;34; 1; 20:22:25.984; 20:22:29.165
10;3;35; 1; 20:22:27.155; 20:22:31.343
10;3;36; 1; 20:22:28.329; 20:22:32.684
10;3;37; 1; 20:22:29.501; 20:22:32.706
10;3;38; 1; 20:22:30.618; 20:22:34.761
10;3;40; 1; 20:22:32.797; 20:22:36.068
10;3;39; 1; 20:22:31.735; 20:22:36.126
10;3;42; 1; 20:22:34.919; 20:22:38.146
10;3;41; 1; 20:22:33.858; 20:22:38.146
10;3;43; 1; 20:22:35.925; 20:22:40.068
10;3;44; 1; 20:22:36.929; 20:22:41.028
10;3;45; 1; 20:22:37.936; 20:22:42.022
10;3;46; 2; 20:22:38.895; 20:22:42.290
10;3;47; 1; 20:22:39.859; 20:22:43.842
10;3;48; 2; 20:22:40.815; 20:22:45.183
10;3;49; 1; 20:22:41.777; 20:22:45.821
10;3;50; 1; 20:22:42.737; 20:22:46.110
10;3;51; 1; 20:22:43.699; 20:22:47.606
10;3;52; 1; 20:22:44.659; 20:22:48.020
10;3;53; 1; 20:22:45.619; 20:22:49.350
10;3;54; 1; 20:22:46.580; 20:22:51.002
10;3;56; 1; 20:22:48.500; 20:22:51.806
10;3;55; 1; 20:22:47.541; 20:22:51.829
10;3;57; 1; 20:22:49.462; 20:22:53.761
10;3;58; 1; 20:22:50.423; 20:22:54.487
10;3;59; 1; 20:22:51.383; 20:22:55.559
10;3;60; 1; 20:22:52.344; 20:22:56.564
10;3;61; 1; 20:22:53.304; 20:22:57.302
10;3;62; 2; 20:22:54.265; 20:22:57.626
10;3;63; 1; 20:22:55.226; 20:22:59.167
10;3;65; 1; 20:22:57.147; 20:23:00.362
10;3;64; 2; 20:22:56.186; 20:23:00.764
10;3;66; 1; 20:22:58.107; 20:23:02.462
10;3;67; 1; 20:22:59.068; 20:23:03.165
10;3;68; 2; 20:23:00.029; 20:23:03.346
10;3;69; 1; 20:23:00.990; 20:23:05.243
10;3;70; 1; 20:23:01.949; 20:23:05.924
10;3;71; 1; 20:23:02.910; 20:23:06.181
10;3;72; 1; 20:23:03.870; 20:23:08.069
10;3;73; 1; 20:23:04.831; 20:23:09.141
10;3;74; 2; 20:23:05.792; 20:23:09.867
10;3;75; 1; 20:23:06.752; 20:23:09.922
10;3;76; 1; 20:23:07.713; 20:23:10.827
10;3;77; 1; 20:23:08.673; 20:23:12.582
10;3;78; 2; 20:23:09.634; 20:23:14.101
10;3;79; 1; 20:23:10.594; 20:23:15.084
10;3;80; 1; 20:23:11.555; 20:23:15.464
10;3;81; 1; 20:23:12.516; 20:23:15.989
10;3;81; 2; 20:23:12.516; 20:23:15.989
10;3;82; 1; 20:23:13.477; 20:23:17.586
10;3;83; 1; 20:23:14.428; 20:23:18.703
10;3;85; 1; 20:23:16.347; 20:23:19.529
10;3;84; 2; 20:23:15.386; 20:23:19.563
10;3;86; 1; 20:23:17.308; 20:23:21.562
10;3;87; 1; 20:23:18.269; 20:23:22.566
10;3;88; 1; 20:23:19.229; 20:23:23.227
10;3;89; 2; 20:23:20.189; 20:23:23.540
10;3;90; 1; 20:23:21.150; 20:23:25.125
10;3;91; 1; 20:23:22.110; 20:23:26.545
10;3;91; 2; 20:23:22.110; 20:23:26.545
10;3;92; 1; 20:23:23.071; 20:23:26.968
10;3;93; 2; 20:23:24.032; 20:23:27.448
10;3;94; 1; 20:23:24.993; 20:23:28.343
10;3;95; 2; 20:23:25.953; 20:23:29.860
10;3;96; 1; 20:23:26.914; 20:23:31.146
10;3;97; 1; 20:23:27.873; 20:23:32.206
10;3;98; 1; 20:23:28.834; 20:23:33.022
10;3;99; 1; 20:23:29.795; 20:23:34.140
