probandId; condition; beeId; result; startTime; endTime
9;1;0; 1; 21:07:23.818; 21:07:27.807
9;1;1; 1; 21:07:27.885; 21:07:32.218
9;1;2; 1; 21:07:31.694; 21:07:35.848
9;1;3; 1; 21:07:35.312; 21:07:38.439
9;1;4; 1; 21:07:38.752; 21:07:41.969
9;1;5; 1; 21:07:42.014; 21:07:46.404
9;1;6; 1; 21:07:44.964; 21:07:49.062
9;1;7; 1; 21:07:47.767; 21:07:52.066
9;1;8; 1; 21:07:50.570; 21:07:54.446
9;1;9; 2; 21:07:53.229; 21:07:57.406
9;1;10; 1; 21:07:55.754; 21:08:00.008
9;1;11; 1; 21:07:58.154; 21:08:01.986
9;1;12; 1; 21:08:00.434; 21:08:03.683
9;1;13; 1; 21:08:02.600; 21:08:06.621
9;1;14; 1; 21:08:04.768; 21:08:09.045
9;1;15; 1; 21:08:06.823; 21:08:10.823
9;1;16; 1; 21:08:08.777; 21:08:12.908
9;1;17; 1; 21:08:10.732; 21:08:14.964
9;1;18; 1; 21:08:12.585; 21:08:15.847
9;1;19; 1; 21:08:14.350; 21:08:18.382
9;1;20; 1; 21:08:16.115; 21:08:20.348
9;1;21; 1; 21:08:17.791; 21:08:21.744
9;1;22; 1; 21:08:19.467; 21:08:23.508
9;1;23; 1; 21:08:21.063; 21:08:25.207
9;1;24; 1; 21:08:22.583; 21:08:26.603
9;1;25; 1; 21:08:24.102; 21:08:27.440
9;1;26; 1; 21:08:25.543; 21:08:28.747
9;1;27; 1; 21:08:26.985; 21:08:30.188
9;1;28; 1; 21:08:28.357; 21:08:32.422
9;1;29; 1; 21:08:29.720; 21:08:33.919
9;1;30; 1; 21:08:31.083; 21:08:35.080
9;1;31; 1; 21:08:32.378; 21:08:36.498
9;1;32; 1; 21:08:33.674; 21:08:38.018
9;1;33; 1; 21:08:34.914; 21:08:38.845
9;1;34; 1; 21:08:36.153; 21:08:39.504
9;1;34; 2; 21:08:36.153; 21:08:39.504
9;1;35; 1; 21:08:37.327; 21:08:41.346
9;1;36; 1; 21:08:38.500; 21:08:42.742
9;1;37; 2; 21:08:39.672; 21:08:43.045
9;1;37; 1; 21:08:39.672; 21:08:43.045
9;1;38; 1; 21:08:40.789; 21:08:44.865
9;1;39; 1; 21:08:41.907; 21:08:46.184
9;1;40; 1; 21:08:42.968; 21:08:46.308
9;1;41; 1; 21:08:44.028; 21:08:48.361
9;1;42; 1; 21:08:45.090; 21:08:48.406
9;1;43; 1; 21:08:46.095; 21:08:50.282
9;1;44; 1; 21:08:47.100; 21:08:51.365
9;1;45; 1; 21:08:48.106; 21:08:52.181
9;1;46; 1; 21:08:49.066; 21:08:52.360
9;1;47; 1; 21:08:50.027; 21:08:54.281
9;1;48; 1; 21:08:50.987; 21:08:55.164
9;1;49; 1; 21:08:51.948; 21:08:56.079
9;1;50; 1; 21:08:52.909; 21:08:56.102
9;1;51; 1; 21:08:53.869; 21:08:57.967
9;1;52; 1; 21:08:54.829; 21:08:58.101
9;1;53; 1; 21:08:55.790; 21:08:59.843
9;1;54; 1; 21:08:56.750; 21:09:01.084
9;1;55; 1; 21:08:57.711; 21:09:02.021
9;1;56; 2; 21:08:58.671; 21:09:02.122
9;1;57; 1; 21:08:59.633; 21:09:03.998
9;1;58; 1; 21:09:00.592; 21:09:04.624
9;1;59; 1; 21:09:01.554; 21:09:05.707
9;1;60; 2; 21:09:02.514; 21:09:06.981
9;1;61; 1; 21:09:03.474; 21:09:07.528
9;1;62; 2; 21:09:04.435; 21:09:07.785
9;1;63; 1; 21:09:05.396; 21:09:09.460
9;1;65; 1; 21:09:07.317; 21:09:10.545
9;1;64; 1; 21:09:06.356; 21:09:10.567
9;1;66; 1; 21:09:08.277; 21:09:12.488
9;1;68; 1; 21:09:10.199; 21:09:13.326
9;1;67; 1; 21:09:09.239; 21:09:13.348
9;1;69; 1; 21:09:11.160; 21:09:15.426
9;1;70; 1; 21:09:12.120; 21:09:16.184
9;1;71; 1; 21:09:13.081; 21:09:16.319
9;1;72; 1; 21:09:14.041; 21:09:18.228
9;1;73; 1; 21:09:15.002; 21:09:19.289
9;1;74; 1; 21:09:15.963; 21:09:19.961
9;1;75; 1; 21:09:16.923; 21:09:20.239
9;1;76; 1; 21:09:17.883; 21:09:21.088
9;1;77; 1; 21:09:18.844; 21:09:22.819
9;1;78; 1; 21:09:19.805; 21:09:24.148
9;1;79; 1; 21:09:20.765; 21:09:25.008
9;1;80; 1; 21:09:21.727; 21:09:25.702
9;1;81; 2; 21:09:22.686; 21:09:26.024
