probandId; condition; beeId; result; startTime; endTime
18;4;0; 2; 17:44:27.160; 17:44:31.259
18;4;1; 1; 17:44:31.227; 17:44:35.605
18;4;2; 2; 17:44:35.036; 17:44:39.257
18;4;3; 1; 17:44:38.655; 17:44:41.803
18;4;4; 2; 17:44:42.094; 17:44:45.300
18;4;5; 1; 17:44:45.356; 17:44:49.745
18;4;6; 2; 17:44:48.304; 17:44:52.560
18;4;7; 1; 17:44:51.109; 17:44:55.519
18;4;8; 2; 17:44:53.911; 17:44:58.000
18;4;9; 1; 17:44:56.570; 17:45:00.736
18;4;10; 2; 17:44:59.095; 17:45:03.606
18;4;11; 1; 17:45:01.497; 17:45:05.483
18;4;12; 1; 17:45:03.774; 17:45:06.879
18;4;13; 2; 17:45:05.942; 17:45:10.163
18;4;14; 1; 17:45:08.107; 17:45:12.439
18;4;15; 2; 17:45:10.164; 17:45:14.240
18;4;16; 2; 17:45:12.119; 17:45:16.362
18;4;17; 1; 17:45:14.074; 17:45:18.384
18;4;18; 1; 17:45:15.927; 17:45:19.199
18;4;18; 2; 17:45:15.927; 17:45:19.199
18;4;19; 2; 17:45:17.692; 17:45:21.936
18;4;20; 1; 17:45:19.457; 17:45:23.779
18;4;21; 2; 17:45:21.134; 17:45:25.243
18;4;22; 1; 17:45:22.808; 17:45:26.985
18;4;23; 2; 17:45:24.406; 17:45:28.739
18;4;24; 1; 17:45:25.925; 17:45:29.822
18;4;25; 1; 17:45:27.444; 17:45:30.816
18;4;26; 1; 17:45:28.884; 17:45:32.056
18;4;27; 1; 17:45:30.326; 17:45:33.418
18;4;28; 1; 17:45:31.688; 17:45:35.820
18;4;29; 2; 17:45:33.051; 17:45:37.540
18;4;30; 2; 17:45:34.413; 17:45:38.422
18;4;31; 2; 17:45:35.709; 17:45:39.886
18;4;32; 1; 17:45:37.005; 17:45:41.461
18;4;33; 1; 17:45:38.245; 17:45:42.321
18;4;34; 2; 17:45:39.485; 17:45:42.700
18;4;35; 1; 17:45:40.657; 17:45:44.901
18;4;36; 1; 17:45:41.830; 17:45:46.218
18;4;37; 1; 17:45:43.002; 17:45:46.397
18;4;38; 1; 17:45:44.120; 17:45:48.397
18;4;39; 1; 17:45:45.238; 17:45:49.636
18;4;40; 1; 17:45:46.297; 17:45:49.704
18;4;42; 1; 17:45:48.421; 17:45:51.502
18;4;41; 1; 17:45:47.360; 17:45:51.881
18;4;43; 1; 17:45:49.427; 17:45:53.624
18;4;44; 2; 17:45:50.431; 17:45:55.043
18;4;45; 1; 17:45:51.435; 17:45:55.300
18;4;46; 2; 17:45:52.397; 17:45:55.723
18;4;47; 1; 17:45:53.358; 17:45:57.701
18;4;49; 1; 17:45:55.279; 17:45:58.863
18;4;48; 2; 17:45:54.318; 17:45:59.064
18;4;48; 1; 17:45:54.318; 17:45:59.064
18;4;50; 2; 17:45:56.239; 17:45:59.399
18;4;51; 1; 17:45:57.199; 17:46:00.940
18;4;52; 1; 17:45:58.161; 17:46:01.320
18;4;53; 1; 17:45:59.121; 17:46:03.040
18;4;54; 1; 17:46:00.082; 17:46:04.626
18;4;55; 1; 17:46:01.041; 17:46:05.263
18;4;56; 2; 17:46:02.003; 17:46:05.263
18;4;57; 2; 17:46:02.964; 17:46:07.620
18;4;58; 1; 17:46:03.924; 17:46:07.687
18;4;59; 1; 17:46:04.885; 17:46:09.005
18;4;60; 1; 17:46:05.845; 17:46:10.300
18;4;61; 2; 17:46:06.806; 17:46:10.881
18;4;62; 2; 17:46:07.767; 17:46:11.082
18;4;63; 1; 17:46:08.727; 17:46:12.702
18;4;65; 1; 17:46:10.648; 17:46:13.965
18;4;64; 1; 17:46:09.688; 17:46:14.176
18;4;66; 1; 17:46:11.608; 17:46:16.041
18;4;67; 1; 17:46:12.569; 17:46:16.665
18;4;68; 2; 17:46:13.529; 17:46:16.721
18;4;69; 1; 17:46:14.490; 17:46:18.823
18;4;70; 1; 17:46:15.450; 17:46:19.446
18;4;71; 2; 17:46:16.411; 17:46:19.781
18;4;72; 1; 17:46:17.372; 17:46:21.582
18;4;73; 1; 17:46:18.332; 17:46:22.799
18;4;74; 1; 17:46:19.292; 17:46:23.279
18;4;75; 2; 17:46:20.253; 17:46:23.480
18;4;76; 1; 17:46:21.214; 17:46:24.540
18;4;77; 1; 17:46:22.174; 17:46:25.982
18;4;78; 1; 17:46:23.136; 17:46:27.659
18;4;79; 1; 17:46:24.095; 17:46:28.506
18;4;80; 1; 17:46:25.057; 17:46:29.142
18;4;81; 2; 17:46:26.018; 17:46:29.365
18;4;82; 2; 17:46:26.978; 17:46:31.198
18;4;83; 1; 17:46:27.939; 17:46:32.438
18;4;84; 1; 17:46:28.900; 17:46:32.885
18;4;85; 2; 17:46:29.860; 17:46:33.164
18;4;86; 1; 17:46:30.820; 17:46:35.041
18;4;88; 1; 17:46:32.741; 17:46:36.538
18;4;87; 1; 17:46:31.781; 17:46:36.605
18;4;89; 2; 17:46:33.703; 17:46:37.018
18;4;90; 1; 17:46:34.662; 17:46:38.761
18;4;91; 1; 17:46:35.624; 17:46:40.022
18;4;92; 2; 17:46:36.584; 17:46:40.581
18;4;93; 2; 17:46:37.545; 17:46:40.938
