probandId; condition; beeId; result; startTime; endTime
6;2;0; 1; 17:20:02.298; 17:20:06.180
6;2;1; 1; 17:20:06.359; 17:20:10.659
6;2;2; 1; 17:20:10.168; 17:20:14.278
6;2;3; 1; 17:20:13.787; 17:20:16.914
6;2;4; 1; 17:20:17.228; 17:20:20.354
6;2;5; 1; 17:20:20.489; 17:20:24.319
6;2;6; 1; 17:20:23.439; 17:20:27.771
6;2;7; 1; 17:20:26.241; 17:20:30.419
6;2;8; 1; 17:20:29.045; 17:20:32.250
6;2;9; 1; 17:20:31.704; 17:20:34.719
6;2;10; 1; 17:20:34.228; 17:20:37.813
6;2;11; 1; 17:20:36.630; 17:20:41.018
6;2;12; 1; 17:20:38.908; 17:20:43.096
6;2;13; 1; 17:20:41.075; 17:20:44.235
6;2;14; 1; 17:20:43.242; 17:20:46.390
6;2;15; 1; 17:20:45.298; 17:20:49.217
6;2;16; 1; 17:20:47.253; 17:20:51.596
6;2;17; 1; 17:20:49.206; 17:20:53.393
6;2;18; 1; 17:20:51.061; 17:20:54.355
6;2;19; 1; 17:20:52.825; 17:20:55.919
6;2;20; 1; 17:20:54.591; 17:20:58.197
6;2;21; 1; 17:20:56.265; 17:21:00.577
6;2;22; 1; 17:20:57.942; 17:21:02.096
6;2;23; 1; 17:20:59.539; 17:21:02.878
6;2;24; 1; 17:21:01.058; 17:21:04.173
6;2;25; 1; 17:21:02.577; 17:21:06.496
6;2;26; 1; 17:21:04.017; 17:21:08.375
6;2;27; 2; 17:21:05.459; 17:21:09.892
6;2;28; 1; 17:21:06.833; 17:21:10.130
6;2;29; 1; 17:21:08.195; 17:21:11.131
6;2;30; 1; 17:21:09.558; 17:21:13.220
6;2;31; 1; 17:21:10.853; 17:21:15.320
6;2;32; 1; 17:21:12.148; 17:21:16.314
6;2;33; 1; 17:21:13.380; 17:21:16.895
6;2;34; 1; 17:21:14.618; 17:21:17.911
6;2;35; 1; 17:21:15.790; 17:21:19.576
6;2;36; 1; 17:21:16.964; 17:21:21.598
6;2;37; 1; 17:21:18.138; 17:21:22.278
6;2;38; 1; 17:21:19.254; 17:21:22.592
6;2;39; 1; 17:21:20.370; 17:21:23.552
6;2;40; 1; 17:21:21.431; 17:21:25.038
6;2;41; 1; 17:21:22.493; 17:21:26.859
6;2;42; 1; 17:21:23.554; 17:21:27.696
6;2;43; 1; 17:21:24.559; 17:21:28.020
6;2;44; 1; 17:21:25.564; 17:21:28.857
6;2;45; 1; 17:21:26.569; 17:21:30.533
6;2;46; 1; 17:21:27.530; 17:21:32.457
6;2;48; 1; 17:21:29.452; 17:21:32.834
6;2;47; 2; 17:21:28.490; 17:21:33.192
6;2;49; 1; 17:21:30.412; 17:21:33.638
6;2;50; 1; 17:21:31.373; 17:21:35.293
6;2;51; 1; 17:21:32.334; 17:21:36.799
6;2;53; 1; 17:21:34.254; 17:21:37.537
6;2;52; 2; 17:21:33.293; 17:21:37.738
6;2;54; 1; 17:21:35.215; 17:21:38.296
6;2;55; 1; 17:21:36.175; 17:21:39.860
6;2;56; 1; 17:21:37.136; 17:21:41.490
6;2;57; 1; 17:21:38.099; 17:21:42.272
6;2;57; 1; 17:21:38.099; 17:21:42.273
6;2;58; 2; 17:21:39.057; 17:21:42.518
6;2;59; 1; 17:21:40.017; 17:21:43.434
6;2;60; 1; 17:21:40.978; 17:21:44.853
6;2;61; 1; 17:21:41.940; 17:21:46.450
6;2;62; 2; 17:21:42.899; 17:21:47.176
6;2;63; 1; 17:21:43.860; 17:21:47.233
6;2;64; 1; 17:21:44.822; 17:21:47.991
6;2;65; 1; 17:21:45.781; 17:21:49.712
6;2;66; 1; 17:21:46.741; 17:21:51.219
6;2;67; 2; 17:21:47.702; 17:21:51.957
6;2;68; 1; 17:21:48.662; 17:21:51.990
6;2;69; 1; 17:21:49.623; 17:21:52.817
6;2;70; 1; 17:21:50.584; 17:21:54.280
6;2;71; 1; 17:21:51.544; 17:21:55.933
6;2;72; 1; 17:21:52.505; 17:21:56.693
6;2;73; 1; 17:21:53.466; 17:21:56.894
6;2;74; 1; 17:21:54.426; 17:21:57.754
6;2;75; 1; 17:21:55.387; 17:21:58.937
6;2;76; 1; 17:21:56.347; 17:22:01.440
6;2;78; 1; 17:21:58.268; 17:22:01.619
6;2;79; 1; 17:21:59.229; 17:22:02.411
6;2;77; 1; 17:21:57.308; 17:22:02.713
6;2;80; 1; 17:22:00.189; 17:22:04.098
6;2;81; 1; 17:22:01.151; 17:22:05.617
6;2;82; 2; 17:22:02.111; 17:22:06.377
6;2;83; 1; 17:22:03.071; 17:22:06.432
6;2;84; 1; 17:22:04.033; 17:22:07.170
6;2;85; 1; 17:22:04.994; 17:22:08.677
6;2;86; 1; 17:22:05.953; 17:22:10.352
6;2;87; 1; 17:22:06.914; 17:22:11.112
6;2;88; 1; 17:22:07.875; 17:22:11.291
6;2;89; 1; 17:22:08.835; 17:22:12.095
6;2;90; 1; 17:22:09.795; 17:22:13.693
6;2;91; 1; 17:22:10.758; 17:22:15.211
6;2;92; 1; 17:22:11.717; 17:22:15.792
6;2;93; 1; 17:22:12.678; 17:22:16.139
6;2;94; 1; 17:22:13.638; 17:22:16.898
6;2;95; 1; 17:22:14.598; 17:22:18.696
6;2;96; 1; 17:22:15.559; 17:22:19.937
6;2;97; 1; 17:22:16.520; 17:22:20.696
6;2;98; 1; 17:22:17.481; 17:22:20.818
6;2;99; 1; 17:22:18.442; 17:22:21.712
